0,-0.427620
1,-0.415960
2,0.048470
3,-0.441400
4,-0.710260
5,-0.454680
6,0.092020
7,-2.071590
8,-0.425390
9,-0.794490
10,-2.767460
11,-1.781240
12,-0.341760
13,0.010130
14,-2.052940
15,-1.321240
16,-1.662740
17,-1.213620
18,-0.127370
19,-0.682380
20,-0.150710
21,-0.627430
22,-0.499330
23,-2.615310
24,-0.576390
25,-0.497960
26,-0.389240
27,-1.023890
28,-0.730620
29,-1.357980
30,-2.015110
31,-0.447130
32,-0.831910
33,-3.520320
34,-0.150050
35,-0.939890
36,1.099450
37,1.189030
38,-0.374970
39,0.352840
40,0.182690
41,-0.000640
42,0.966420
43,-2.243220
44,0.834130
45,0.000090
46,-2.406980
47,1.588070
48,1.235490
49,-2.017420
50,0.395280
51,-0.566420
52,-2.125730
53,-2.552950
54,-2.535380
55,-0.104730
56,2.716940
57,-2.100850
58,-0.271160
59,0.131000
60,0.312800
61,1.808630
62,0.531750
63,0.926650
64,-0.903420
65,0.658320
66,0.168140
67,-2.271980
68,0.097790
69,0.584800
70,0.066800
71,0.760690
72,-1.614710
73,-0.171670
74,0.383400
75,-1.452260
76,-0.422800
77,-1.346780
78,-1.185750
79,-3.352910
80,-0.379000
81,-0.197700
82,-0.696860
83,-3.025650
84,-2.675090
85,-2.269880
86,-0.387060
87,-0.531810
88,-1.447520
89,-0.119430
90,-1.132280
91,-0.907250
92,0.078440
93,-0.238180
94,-1.059770
95,-0.453830
96,-2.414300
97,-1.419440
98,-0.691080
99,-0.599340
100,-2.684290
101,-2.096590
102,-0.731380
103,0.446630
104,-1.362570
105,0.813260
106,-2.888030
107,-2.822150
108,-1.398490
109,-0.437860
110,-1.700540
111,1.640330
112,-3.243110
113,-1.291690
114,-1.105930
115,-1.809910
116,-1.992660
117,-0.176650
118,-2.065490
119,-1.214890
120,-0.322660
121,1.341500
122,-0.772460
123,0.692560
124,-0.367400
125,-2.487560
126,1.140310
127,-2.089970
128,-0.301020
129,0.381650
130,0.729480
131,0.352860
132,1.568750
133,-0.077560
134,-3.445320
135,-0.658470
136,0.896190
137,-2.836290
138,-0.692470
139,-2.228450
140,0.282970
141,1.085910
142,-2.500950
143,-3.276490
144,-1.695580
145,-2.230940
146,-0.941780
147,-1.927300
148,-0.688430
149,0.522260
150,-2.286430
151,0.120110
152,0.555060
153,-3.313050
154,0.467580
155,-2.438910
156,-0.389540
